Vert_Idx;Position;
149;(0.9, 1.9, 0.3);
150;(0.9, 1.9, 0.0);
151;(0.9, 1.9, 0.0);
152;(0.9, 1.9, 0.3);
153;(0.9, 1.9, -0.2);
154;(0.8, 1.9, -0.4);
155;(0.8, 1.9, -0.4);
156;(0.9, 1.9, -0.2);
157;(0.8, 1.9, -0.4);
158;(0.9, 1.9, -0.2);
159;(0.9, 1.9, 0.0);
160;(0.9, 1.9, 0.0);
161;(0.9, 1.9, 0.0);
162;(0.9, 1.9, -0.2);
163;(0.8, 1.9, -0.4);
164;(0.8, 1.9, -0.4);
165;(0.9, 1.9, -0.2);
166;(0.9, 1.9, 0.0);
167;(0.9, 1.9, 0.0);
168;(0.9, 1.9, -0.2);
169;(0.9, 1.9, -0.4);
170;(0.9, 1.9, -0.4);
171;(0.9, 1.9, -0.2);
172;(1.0, 1.9, 0.0);
173;(0.9, 1.9, 0.0);
174;(1.0, 1.9, -0.2);
175;(0.9, 1.9, -0.4);
176;(0.9, 1.8, -0.4);
177;(1.0, 1.8, -0.2);
178;(1.0, 1.8, 0.0);
179;(1.0, 1.9, 0.0);
180;(0.8, 1.9, -0.6);
181;(0.8, 1.9, -0.6);
182;(0.6, 1.9, -0.7);
183;(0.6, 1.9, -0.7);
184;(0.6, 1.9, -0.7);
185;(0.7, 1.9, -0.6);
186;(0.7, 1.9, -0.6);
187;(0.6, 1.9, -0.7);
188;(0.6, 1.9, -0.7);
189;(0.7, 1.9, -0.6);
190;(0.7, 1.9, -0.6);
191;(0.6, 1.9, -0.7);
192;(0.6, 1.9, -0.7);
193;(0.7, 1.9, -0.6);
194;(0.4, 1.9, -0.8);
195;(0.4, 1.9, -0.8);
196;(0.3, 1.9, -0.9);
197;(0.3, 1.9, -0.9);
198;(0.3, 1.9, -0.9);
199;(0.5, 1.9, -0.8);
200;(0.4, 1.9, -0.8);
201;(0.3, 1.9, -0.9);
202;(0.3, 1.9, -0.9);
203;(0.5, 1.9, -0.8);
204;(0.5, 1.9, -0.9);
205;(0.3, 1.9, -1.0);
206;(0.3, 1.9, -1.0);
207;(0.5, 1.9, -0.9);
208;(0.5, 1.9, -0.9);
209;(0.3, 1.9, -1.0);
210;(0.3, 1.8, -1.0);
211;(0.5, 1.8, -0.9);
212;(0.7, 1.8, -0.8);
213;(0.7, 1.9, -0.8);
214;(0.8, 1.9, -0.6);
215;(0.8, 1.8, -0.6);
216;(0.1, 1.9, -1.1);
217;(0.1, 1.8, -1.1);
218;(-0.1, 1.8, -1.1);
219;(-0.1, 1.9, -1.1);
220;(-0.1, 1.9, -1.1);
221;(0.1, 1.9, -1.0);
222;(0.1, 1.9, -1.0);
223;(-0.1, 1.9, -1.0);
224;(-0.1, 1.9, -1.0);
225;(0.1, 1.9, -1.0);
226;(0.1, 1.9, -1.0);
227;(-0.1, 1.9, -1.0);
228;(-0.1, 1.9, -1.0);
229;(0.1, 1.9, -1.0);
230;(0.1, 1.9, -1.0);
231;(-0.1, 1.9, -1.0);
232;(-0.1, 1.9, -1.0);
233;(0.1, 1.9, -1.0);
234;(-0.4, 1.9, -1.0);
235;(-0.4, 1.9, -1.0);
236;(-0.6, 1.9, -0.9);
237;(-0.6, 1.9, -0.9);
238;(-0.6, 1.9, -0.9);
239;(-0.4, 1.9, -1.0);
240;(-0.4, 1.9, -1.0);
241;(-0.6, 1.9, -0.9);
242;(-0.6, 1.9, -0.9);
243;(-0.4, 1.9, -1.0);
244;(-0.4, 1.9, -1.0);
245;(-0.6, 1.9, -1.0);
246;(-0.6, 1.9, -1.0);
247;(-0.4, 1.9, -1.0);
248;(-0.4, 1.9, -1.1);
249;(-0.6, 1.9, -1.0);
250;(-0.6, 1.8, -1.0);
251;(-0.4, 1.8, -1.1);
252;(-0.8, 1.9, -0.9);
253;(-0.8, 1.9, -0.9);
254;(-0.9, 1.9, -0.7);
255;(-0.9, 1.9, -0.7);
256;(-0.9, 1.9, -0.7);
257;(-0.7, 1.9, -0.8);
258;(-0.7, 1.9, -0.8);
259;(-0.9, 1.9, -0.7);
260;(-0.9, 1.9, -0.7);
261;(-0.7, 1.9, -0.8);
262;(-0.7, 1.9, -0.8);
263;(-0.9, 1.9, -0.7);
264;(-0.9, 1.9, -0.7);
265;(-0.7, 1.9, -0.8);
266;(-1.0, 1.9, -0.6);
267;(-1.0, 1.9, -0.6);
268;(-1.1, 1.9, -0.4);
269;(-1.1, 1.9, -0.4);
270;(-1.1, 1.9, -0.4);
271;(-1.0, 1.9, -0.6);
272;(-1.0, 1.9, -0.6);
273;(-1.1, 1.9, -0.4);
274;(-1.1, 1.9, -0.4);
275;(-1.0, 1.9, -0.6);
276;(-1.1, 1.9, -0.6);
277;(-1.2, 1.9, -0.4);
278;(-1.2, 1.9, -0.4);
279;(-1.1, 1.9, -0.6);
280;(-1.1, 1.9, -0.6);
281;(-1.2, 1.9, -0.4);
282;(-1.2, 1.8, -0.4);
283;(-1.1, 1.8, -0.6);
284;(-1.0, 1.8, -0.8);
285;(-0.9, 1.9, -0.8);
286;(-0.8, 1.9, -0.9);
287;(-0.8, 1.8, -0.9);
288;(-1.2, 1.9, -0.2);
289;(-1.3, 1.8, -0.2);
290;(-1.3, 1.8, 0.0);
291;(-1.3, 1.9, 0.0);
292;(-1.3, 1.9, 0.0);
293;(-1.2, 1.9, -0.2);
294;(-1.2, 1.9, -0.2);
295;(-1.2, 1.9, 0.0);
296;(-1.2, 1.9, 0.0);
297;(-1.2, 1.9, -0.2);
298;(-1.2, 1.9, -0.2);
299;(-1.2, 1.9, 0.0);
300;(-1.2, 1.9, 0.0);
301;(-1.2, 1.9, -0.2);
302;(-1.2, 1.9, -0.2);
303;(-1.2, 1.9, 0.0);
304;(-1.2, 1.9, 0.0);
305;(-1.2, 1.9, -0.2);
306;(-1.3, 1.7, 0.3);
307;(-1.3, 1.7, 0.5);
308;(-1.3, 1.6, 0.5);
309;(-1.4, 1.6, 0.3);
310;(-1.4, 1.6, 0.0);
311;(-1.4, 1.7, 0.0);
312;(-1.5, 1.4, 0.3);
313;(-1.4, 1.4, 0.6);
314;(-1.4, 1.3, 0.6);
315;(-1.5, 1.3, 0.3);
316;(-1.5, 1.3, 0.0);
317;(-1.5, 1.4, 0.0);
318;(-1.6, 1.1, 0.3);
319;(-1.5, 1.1, 0.6);
320;(-1.5, 1.0, 0.6);
321;(-1.6, 1.0, 0.3);
322;(-1.6, 1.0, 0.0);
323;(-1.6, 1.1, 0.0);
324;(-1.6, 0.8, 0.3);
325;(-1.5, 0.8, 0.6);
326;(-1.5, 0.7, 0.6);
327;(-1.6, 0.7, 0.3);
328;(-1.7, 0.7, 0.0);
329;(-1.7, 0.8, 0.0);
330;(-1.4, 1.1, 0.9);
331;(-1.4, 1.0, 0.9);
332;(-1.2, 1.0, 1.1);
333;(-1.2, 1.1, 1.1);
334;(-1.1, 1.3, 1.0);
335;(-1.3, 1.3, 0.8);
336;(-1.3, 1.4, 0.8);
337;(-1.1, 1.4, 1.0);
338;(-1.1, 1.6, 1.0);
339;(-1.2, 1.6, 0.8);
340;(-1.2, 1.7, 0.7);
341;(-1.0, 1.7, 0.9);
342;(-0.8, 1.7, 1.1);
343;(-0.9, 1.6, 1.1);
344;(-0.6, 1.6, 1.2);
345;(-0.6, 1.7, 1.2);
346;(-0.9, 1.4, 1.2);
347;(-0.7, 1.4, 1.3);
348;(-0.7, 1.3, 1.3);
349;(-0.9, 1.3, 1.2);
350;(-1.0, 1.1, 1.2);
351;(-0.7, 1.1, 1.4);
352;(-0.7, 1.0, 1.4);
353;(-1.0, 1.0, 1.3);
354;(-1.0, 0.8, 1.3);
355;(-0.7, 0.8, 1.4);
356;(-0.7, 0.7, 1.4);
357;(-1.0, 0.7, 1.3);
358;(-1.2, 0.7, 1.1);
359;(-1.2, 0.8, 1.1);
360;(-1.4, 0.8, 0.9);
361;(-1.4, 0.7, 0.9);
362;(-0.4, 0.8, 1.5);
363;(-0.4, 0.7, 1.5);
364;(-0.1, 0.7, 1.6);
365;(-0.1, 0.8, 1.5);
366;(-0.1, 1.0, 1.5);
367;(-0.4, 1.0, 1.5);
368;(-0.4, 1.1, 1.5);
369;(-0.1, 1.1, 1.5);
370;(-0.1, 1.3, 1.4);
371;(-0.4, 1.3, 1.4);
372;(-0.4, 1.4, 1.4);
373;(-0.1, 1.4, 1.4);
374;(-0.1, 1.6, 1.3);
375;(-0.4, 1.6, 1.3);
376;(-0.4, 1.7, 1.2);
377;(-0.1, 1.7, 1.3);
378;(0.1, 1.7, 1.2);
379;(0.1, 1.6, 1.3);
380;(0.4, 1.6, 1.2);
381;(0.3, 1.7, 1.2);
382;(0.1, 1.4, 1.4);
383;(0.4, 1.4, 1.3);
384;(0.4, 1.3, 1.3);
385;(0.1, 1.3, 1.4);
386;(0.1, 1.1, 1.5);
387;(0.4, 1.1, 1.4);
388;(0.4, 1.0, 1.4);
389;(0.1, 1.0, 1.5);
390;(0.2, 0.8, 1.5);
391;(0.4, 0.8, 1.4);
392;(0.4, 0.7, 1.4);
393;(0.2, 0.7, 1.5);
394;(0.7, 1.1, 1.2);
395;(0.7, 1.0, 1.3);
396;(0.9, 1.0, 1.1);
397;(0.9, 1.1, 1.1);
398;(0.8, 1.3, 1.0);
399;(0.6, 1.3, 1.2);
400;(0.6, 1.4, 1.2);
401;(0.8, 1.4, 1.0);
402;(0.8, 1.6, 1.0);
403;(0.6, 1.6, 1.1);
404;(0.5, 1.7, 1.1);
405;(0.7, 1.7, 0.9);
406;(0.9, 1.7, 0.7);
407;(0.9, 1.6, 0.8);
408;(1.0, 1.6, 0.5);
409;(1.0, 1.7, 0.5);
410;(1.0, 1.4, 0.8);
411;(1.1, 1.4, 0.6);
412;(1.1, 1.3, 0.6);
413;(1.0, 1.3, 0.8);
414;(1.1, 1.1, 0.9);
415;(1.2, 1.1, 0.6);
416;(1.2, 1.0, 0.6);
417;(1.1, 1.0, 0.9);
418;(1.1, 0.8, 0.9);
419;(1.2, 0.8, 0.6);
420;(1.2, 0.7, 0.6);
421;(1.1, 0.7, 0.9);
422;(0.9, 0.7, 1.1);
423;(0.9, 0.8, 1.1);
424;(0.7, 0.8, 1.3);
425;(0.7, 0.7, 1.3);
426;(1.3, 0.8, 0.3);
427;(1.3, 0.7, 0.3);
428;(1.4, 0.7, 0.0);
429;(1.4, 0.8, 0.0);
430;(1.3, 1.0, 0.0);
431;(1.3, 1.0, 0.3);
432;(1.3, 1.1, 0.3);
433;(1.3, 1.1, 0.0);
434;(1.3, 1.3, 0.0);
435;(1.2, 1.3, 0.3);
436;(1.2, 1.4, 0.3);
437;(1.2, 1.4, 0.0);
438;(1.1, 1.6, 0.0);
439;(1.1, 1.6, 0.3);
440;(1.0, 1.7, 0.3);
441;(1.1, 1.7, 0.0);
442;(1.0, 1.7, -0.2);
443;(1.0, 1.7, -0.4);
444;(1.0, 1.6, -0.5);
445;(1.1, 1.6, -0.2);
446;(1.1, 1.6, 0.0);
447;(1.1, 1.7, 0.0);
448;(1.2, 1.4, -0.2);
449;(1.1, 1.4, -0.5);
450;(1.1, 1.3, -0.5);
451;(1.2, 1.3, -0.2);
452;(1.3, 1.3, 0.0);
453;(1.2, 1.4, 0.0);
454;(1.3, 1.1, -0.2);
455;(1.2, 1.1, -0.5);
456;(1.2, 1.0, -0.5);
457;(1.3, 1.0, -0.3);
458;(1.3, 1.0, 0.0);
459;(1.3, 1.1, 0.0);
460;(1.3, 0.8, -0.3);
461;(1.2, 0.8, -0.5);
462;(1.2, 0.7, -0.5);
463;(1.3, 0.7, -0.3);
464;(1.4, 0.7, 0.0);
465;(1.4, 0.8, 0.0);
466;(1.1, 1.1, -0.8);
467;(1.1, 1.0, -0.8);
468;(0.9, 1.0, -1.0);
469;(0.9, 1.1, -1.0);
470;(0.8, 1.3, -1.0);
471;(1.0, 1.3, -0.7);
472;(1.0, 1.4, -0.7);
473;(0.8, 1.4, -0.9);
474;(0.8, 1.6, -0.9);
475;(0.9, 1.6, -0.7);
476;(0.9, 1.7, -0.6);
477;(0.7, 1.7, -0.8);
478;(0.5, 1.7, -1.0);
479;(0.6, 1.6, -1.0);
480;(0.4, 1.6, -1.1);
481;(0.3, 1.7, -1.1);
482;(0.6, 1.4, -1.1);
483;(0.4, 1.4, -1.2);
484;(0.4, 1.3, -1.2);
485;(0.6, 1.3, -1.1);
486;(0.7, 1.1, -1.2);
487;(0.4, 1.1, -1.3);
488;(0.4, 1.0, -1.3);
489;(0.7, 1.0, -1.2);
490;(0.7, 0.8, -1.2);
491;(0.4, 0.8, -1.3);
492;(0.4, 0.7, -1.4);
493;(0.7, 0.7, -1.2);
494;(0.9, 0.7, -1.0);
495;(0.9, 0.8, -1.0);
496;(1.1, 0.8, -0.8);
497;(1.1, 0.7, -0.8);
498;(0.2, 0.8, -1.4);
499;(0.2, 0.7, -1.4);
500;(-0.1, 0.7, -1.5);
501;(-0.1, 0.8, -1.5);
502;(-0.1, 1.0, -1.4);
503;(0.1, 1.0, -1.4);
504;(0.1, 1.1, -1.4);
505;(-0.1, 1.1, -1.4);
506;(-0.1, 1.3, -1.4);
507;(0.1, 1.3, -1.3);
508;(0.1, 1.4, -1.3);
509;(-0.1, 1.4, -1.3);
510;(-0.1, 1.6, -1.2);
511;(0.1, 1.6, -1.2);
512;(0.1, 1.7, -1.1);
513;(-0.1, 1.7, -1.2);
514;(-0.4, 1.7, -1.1);
515;(-0.4, 1.6, -1.2);
516;(-0.6, 1.6, -1.1);
517;(-0.6, 1.7, -1.1);
518;(-0.4, 1.4, -1.3);
519;(-0.7, 1.4, -1.2);
520;(-0.7, 1.3, -1.2);
521;(-0.4, 1.3, -1.3);
522;(-0.4, 1.1, -1.4);
523;(-0.7, 1.1, -1.3);
524;(-0.7, 1.0, -1.3);
525;(-0.4, 1.0, -1.4);
526;(-0.4, 0.8, -1.4);
527;(-0.7, 0.8, -1.3);
528;(-0.7, 0.7, -1.4);
529;(-0.4, 0.7, -1.4);
530;(-1.0, 1.1, -1.2);
531;(-1.0, 1.0, -1.2);
532;(-1.2, 1.0, -1.0);
533;(-1.2, 1.1, -1.0);
534;(-1.1, 1.3, -1.0);
535;(-0.9, 1.3, -1.1);
536;(-0.9, 1.4, -1.1);
537;(-1.1, 1.4, -0.9);
538;(-1.1, 1.6, -0.9);
539;(-0.9, 1.6, -1.0);
540;(-0.8, 1.7, -1.0);
541;(-1.0, 1.7, -0.8);
542;(-1.2, 1.7, -0.6);
543;(-1.2, 1.6, -0.7);
544;(-1.3, 1.6, -0.5);
545;(-1.3, 1.7, -0.4);
546;(-1.3, 1.4, -0.7);
547;(-1.4, 1.4, -0.5);
548;(-1.4, 1.3, -0.5);
549;(-1.3, 1.3, -0.7);
550;(-1.4, 1.1, -0.8);
551;(-1.5, 1.1, -0.5);
552;(-1.5, 1.0, -0.5);
553;(-1.4, 1.0, -0.8);
554;(-1.4, 0.8, -0.8);
555;(-1.5, 0.8, -0.5);
556;(-1.5, 0.7, -0.5);
557;(-1.4, 0.7, -0.8);
558;(-1.2, 0.7, -1.0);
559;(-1.2, 0.8, -1.0);
560;(-1.0, 0.8, -1.2);
561;(-1.0, 0.7, -1.2);
562;(-1.6, 0.8, -0.3);
563;(-1.6, 0.7, -0.3);
564;(-1.7, 0.7, 0.0);
565;(-1.7, 0.8, 0.0);
566;(-1.6, 1.0, 0.0);
567;(-1.6, 1.0, -0.3);
568;(-1.6, 1.1, -0.2);
569;(-1.6, 1.1, 0.0);
570;(-1.5, 1.3, 0.0);
571;(-1.5, 1.3, -0.2);
572;(-1.5, 1.4, -0.2);
573;(-1.5, 1.4, 0.0);
574;(-1.4, 1.6, 0.0);
575;(-1.4, 1.6, -0.2);
576;(-1.3, 1.7, -0.2);
577;(-1.4, 1.7, 0.0);
578;(-1.6, 0.6, 0.3);
579;(-1.5, 0.6, 0.6);
580;(-1.5, 0.5, 0.6);
581;(-1.6, 0.5, 0.3);
582;(-1.6, 0.5, 0.0);
583;(-1.6, 0.6, 0.0);
584;(-1.5, 0.4, 0.3);
585;(-1.4, 0.4, 0.6);
586;(-1.4, 0.3, 0.6);
587;(-1.5, 0.3, 0.3);
588;(-1.5, 0.3, 0.0);
589;(-1.5, 0.4, 0.0);
590;(-1.4, 0.2, 0.3);
591;(-1.3, 0.2, 0.5);
592;(-1.3, 0.2, 0.5);
593;(-1.3, 0.2, 0.3);
594;(-1.4, 0.2, 0.0);
595;(-1.4, 0.2, 0.0);
596;(-1.3, 0.1, 0.3);
597;(-1.2, 0.1, 0.5);
598;(-1.2, 0.1, 0.5);
599;(-1.3, 0.1, 0.3);
600;(-1.3, 0.1, 0.0);
601;(-1.3, 0.1, 0.0);
602;(-1.2, 0.2, 0.8);
603;(-1.2, 0.2, 0.7);
604;(-1.0, 0.2, 0.9);
605;(-1.0, 0.2, 0.9);
606;(-1.1, 0.3, 1.0);
607;(-1.3, 0.3, 0.8);
608;(-1.3, 0.4, 0.8);
609;(-1.1, 0.4, 1.0);
610;(-1.2, 0.5, 1.1);
611;(-1.4, 0.5, 0.9);
612;(-1.4, 0.6, 0.9);
613;(-1.2, 0.6, 1.1);
614;(-1.0, 0.6, 1.3);
615;(-1.0, 0.5, 1.3);
616;(-0.7, 0.5, 1.4);
617;(-0.7, 0.6, 1.4);
618;(-0.9, 0.4, 1.2);
619;(-0.7, 0.4, 1.3);
620;(-0.7, 0.3, 1.3);
621;(-0.9, 0.3, 1.2);
622;(-0.9, 0.2, 1.1);
623;(-0.6, 0.2, 1.2);
624;(-0.6, 0.2, 1.2);
625;(-0.8, 0.2, 1.0);
626;(-0.8, 0.1, 1.0);
627;(-0.6, 0.1, 1.1);
628;(-0.6, 0.1, 1.1);
629;(-0.8, 0.1, 1.0);
630;(-1.0, 0.1, 0.9);
631;(-1.0, 0.1, 0.9);
632;(-1.1, 0.1, 0.7);
633;(-1.1, 0.1, 0.7);
634;(-0.4, 0.1, 1.2);
635;(-0.4, 0.1, 1.2);
636;(-0.1, 0.1, 1.2);
637;(-0.1, 0.1, 1.2);
638;(-0.1, 0.2, 1.3);
639;(-0.4, 0.2, 1.2);
640;(-0.4, 0.2, 1.3);
641;(-0.1, 0.2, 1.3);
642;(-0.1, 0.3, 1.4);
643;(-0.4, 0.3, 1.3);
644;(-0.4, 0.4, 1.4);
645;(-0.1, 0.4, 1.4);
646;(-0.1, 0.5, 1.5);
647;(-0.4, 0.5, 1.5);
648;(-0.4, 0.6, 1.5);
649;(-0.1, 0.6, 1.5);
650;(0.2, 0.6, 1.5);
651;(0.1, 0.5, 1.5);
652;(0.4, 0.5, 1.4);
653;(0.4, 0.6, 1.4);
654;(0.1, 0.4, 1.4);
655;(0.4, 0.4, 1.3);
656;(0.4, 0.3, 1.3);
657;(0.1, 0.3, 1.3);
658;(0.1, 0.2, 1.3);
659;(0.3, 0.2, 1.2);
660;(0.3, 0.2, 1.2);
661;(0.1, 0.2, 1.2);
662;(0.1, 0.1, 1.2);
663;(0.3, 0.1, 1.1);
664;(0.3, 0.1, 1.1);
665;(0.1, 0.1, 1.2);
666;(0.6, 0.2, 1.1);
667;(0.5, 0.2, 1.0);
668;(0.7, 0.2, 0.9);
669;(0.8, 0.2, 0.9);
670;(0.8, 0.3, 1.0);
671;(0.6, 0.3, 1.2);
672;(0.6, 0.4, 1.2);
673;(0.8, 0.4, 1.0);
674;(0.9, 0.5, 1.1);
675;(0.7, 0.5, 1.3);
676;(0.7, 0.6, 1.3);
677;(0.9, 0.6, 1.1);
678;(1.1, 0.6, 0.9);
679;(1.1, 0.5, 0.9);
680;(1.2, 0.5, 0.6);
681;(1.2, 0.6, 0.6);
682;(1.0, 0.4, 0.8);
683;(1.1, 0.4, 0.6);
684;(1.1, 0.3, 0.6);
685;(1.0, 0.3, 0.8);
686;(0.9, 0.2, 0.8);
687;(1.0, 0.2, 0.5);
688;(1.0, 0.2, 0.5);
689;(0.9, 0.2, 0.7);
690;(0.8, 0.1, 0.7);
691;(0.9, 0.1, 0.5);
692;(0.9, 0.1, 0.5);
693;(0.8, 0.1, 0.7);
694;(0.7, 0.1, 0.9);
695;(0.7, 0.1, 0.9);
696;(0.5, 0.1, 1.0);
697;(0.5, 0.1, 1.0);
698;(1.0, 0.1, 0.3);
699;(1.0, 0.1, 0.3);
700;(1.0, 0.1, 0.0);
701;(1.0, 0.1, 0.0);
702;(1.1, 0.2, 0.0);
703;(1.0, 0.2, 0.3);
704;(1.1, 0.2, 0.3);
705;(1.1, 0.2, 0.0);
706;(1.2, 0.3, 0.0);
707;(1.2, 0.3, 0.3);
708;(1.2, 0.4, 0.3);
709;(1.3, 0.4, 0.0);
710;(1.3, 0.5, 0.0);
711;(1.3, 0.5, 0.3);
712;(1.3, 0.6, 0.3);
713;(1.3, 0.6, 0.0);
714;(1.3, 0.6, -0.3);
715;(1.2, 0.6, -0.5);
716;(1.2, 0.5, -0.5);
717;(1.3, 0.5, -0.2);
718;(1.3, 0.5, 0.0);
719;(1.3, 0.6, 0.0);
720;(1.2, 0.4, -0.2);
721;(1.1, 0.4, -0.5);
722;(1.1, 0.3, -0.5);
723;(1.2, 0.3, -0.2);
724;(1.2, 0.3, 0.0);
725;(1.3, 0.4, 0.0);
726;(1.1, 0.2, -0.2);
727;(1.0, 0.2, -0.5);
728;(1.0, 0.2, -0.4);
729;(1.0, 0.2, -0.2);
730;(1.1, 0.2, 0.0);
731;(1.1, 0.2, 0.0);
732;(1.0, 0.1, -0.2);
733;(0.9, 0.1, -0.4);
734;(0.9, 0.1, -0.4);
735;(1.0, 0.1, -0.2);
736;(1.0, 0.1, 0.0);
737;(1.0, 0.1, 0.0);
738;(0.9, 0.2, -0.7);
739;(0.9, 0.2, -0.6);
740;(0.7, 0.2, -0.8);
741;(0.8, 0.2, -0.9);
742;(0.8, 0.3, -0.9);
743;(1.0, 0.3, -0.7);
744;(1.0, 0.4, -0.7);
745;(0.8, 0.4, -1.0);
746;(0.9, 0.5, -1.0);
747;(1.1, 0.5, -0.8);
748;(1.1, 0.6, -0.8);
749;(0.9, 0.6, -1.0);
750;(0.7, 0.6, -1.2);
751;(0.7, 0.5, -1.2);
752;(0.4, 0.5, -1.3);
753;(0.4, 0.6, -1.3);
754;(0.6, 0.4, -1.1);
